"IMAGE_NAME","DS10","DS20","DS30","DS40","DS50","DS60","DS70","DS80","DS90","cluster_label"
"DSC_3690.JPG",1.03742,0.817859,0.974312,1.53043,1.74327,1.68533,1.55998,1.37402,1.09943,4
"DSC_3692.JPG",0.843118,1.28861,1.35513,1.19491,1.36738,1.61277,1.7877,1.85735,1.64641,0
"DSC_3693.JPG",0.765839,1.19043,1.87663,2.18678,2.21078,2.10798,1.99408,1.7524,1.40169,0
"DSC_3698.JPG",1.43808,2.04291,1.81341,1.61631,1.64152,1.83817,1.98778,2.08461,1.94908,0
"DSC_3701.JPG",1.00947,1.8798,2.18089,2.2116,2.11168,1.88304,1.70038,1.69174,1.54506,1
"DSC_3703.JPG",0.970512,1.20423,1.87717,2.30331,2.39625,2.37184,2.26143,1.9256,1.21921,3
"DSC_3704.JPG",1.45057,1.82992,1.91543,1.66815,1.14538,1.29775,1.3641,1.39048,1.10685,4
"DSC_3706.JPG",0.85573,0.923904,0.867467,1.06557,1.01834,1.07771,1.24528,1.35475,1.36455,4
"DSC_3708.JPG",1.4595,1.97293,2.09599,2.0432,1.73346,1.39557,1.39391,1.21164,1.0761,1
"DSC_3712.JPG",1.73787,2.45203,2.63888,2.49997,2.17002,1.79327,1.92625,2.03961,1.58874,2
"DSC_3713.JPG",1.24526,1.65105,1.76183,1.67614,1.84003,2.09646,2.35924,2.31758,2.07736,3
"DSC_3714.JPG",1.52418,1.71587,1.64941,1.30279,1.49318,1.38738,0.974837,1.08024,1.0187,4
"DSC_3717.JPG",1.3337,1.59461,1.80922,1.65353,0.98434,1.15514,1.41552,1.507,1.27054,4
"DSC_3719.JPG",0.953827,0.986311,1.38065,1.72253,1.80547,1.58843,0.975932,0.687164,0.903,4
"DSC_3720.JPG",1.0687,0.965401,0.691692,1.05573,1.42622,1.30982,1.09302,1.30078,1.34945,4
"DSC_3611.JPG",1.50946,1.89598,2.01162,1.86449,1.65002,1.37023,1.0587,1.48144,1.49813,4
"DSC_3613.JPG",0.645307,1.38687,1.72831,1.71703,1.60109,1.85416,1.87261,1.65875,1.38457,0
"DSC_3616.JPG",0.646178,0.794621,2.6519,3.27536,3.35399,2.93453,1.76413,1.0723,0.794689,2
"DSC_3617.JPG",1.15927,2.03713,2.14055,2.04272,2.28023,2.46391,2.5501,2.56515,2.09279,3
"DSC_3634.JPG",0.565927,1.23695,1.73228,1.87303,1.98363,2.11839,1.99165,1.69212,1.38149,0
"DSC_3653.JPG",1.24681,1.14331,1.33995,1.3485,0.994828,1.11293,1.34418,1.44658,1.43458,4
"DSC_3655.JPG",1.3529,1.41432,1.32483,1.38329,1.66873,1.84084,1.64176,1.16235,1.18789,4
"DSC_3658.JPG",0.651967,1.14275,1.88409,1.97494,1.66773,1.2476,1.04035,1.09259,1.0299,4
"DSC_3667.JPG",0.316239,1.35275,1.64434,1.79806,1.91766,2.00002,2.05671,1.92819,1.79623,0
"DSC_3668.JPG",0.917161,1.40739,1.68493,1.94431,2.30925,2.45032,2.38713,2.26086,1.95439,3
"DSC_3669.JPG",1.56133,2.28207,2.73292,2.8812,2.87159,2.75189,2.71757,2.36775,1.64333,2
"DSC_3670.JPG",1.38676,2.01469,2.13255,1.90893,1.75973,1.72634,1.66143,1.65637,1.26844,1
"DSC_3671.JPG",1.10425,1.86365,2.12617,1.99888,1.58441,1.19965,1.0089,1.25675,1.1272,4
"DSC_3685.JPG",1.04483,1.39259,1.45649,1.45871,1.53207,1.58642,1.60024,1.49575,1.22146,4
"DSC_3694.JPG",2.43256,2.88721,2.75697,2.22817,2.00759,1.87963,1.58758,1.38682,0.824426,1
"DSC_3697.JPG",0.935576,1.03746,1.16315,0.997517,1.41277,1.47568,1.18647,1.27454,1.32561,4
"DSC_3711.JPG",0.663998,1.02512,1.50285,1.57838,1.55297,1.74606,1.83439,1.73483,1.47826,0
"DSC_4674.JPG",0.986782,2.19582,2.67016,2.77633,2.50926,1.99704,1.67087,1.81287,1.4786,2
"DSC_4679.JPG",1.97281,2.46305,2.65262,2.35065,2.09161,1.86261,1.41833,1.25766,1.0423,1
"DSC_4738.JPG",1.32184,1.71726,1.63265,1.27988,1.42469,2.03118,2.34798,2.32139,1.90316,0
"DSC_4739.JPG",1.04124,0.665291,1.41533,1.72221,1.73732,1.46362,1.16504,1.48914,1.33757,4
"DSC_4771.JPG",1.19898,1.94154,2.14863,2.03038,1.85053,1.73289,1.55213,1.51251,1.35296,1
"DSC_4781.JPG",1.03356,1.23492,1.01726,0.806915,1.6316,1.91921,1.93319,1.67121,1.37084,0
"DSC_4831.JPG",1.35229,1.55465,1.5005,1.41609,1.30462,1.24442,1.18879,1.19364,1.06828,4
"DSC_4657.JPG",1.71248,1.67236,1.64929,1.65536,1.02145,1.00238,0.865921,1.1724,1.33529,4
"DSC_4660.JPG",1.24315,1.69059,1.67446,1.50704,1.48032,1.43619,1.52643,1.53755,1.32714,4
"DSC_4668.JPG",1.32295,1.49761,1.36344,1.60019,1.59676,1.82289,1.82929,1.14376,1.00536,4
"DSC_4681.JPG",0.691196,1.76444,2.20954,2.35751,2.23036,1.93713,1.82232,1.64739,1.37407,1
"DSC_4684.JPG",1.8117,1.82212,0.368381,1.34698,1.18848,1.32874,1.5576,1.26103,0.977549,4
"DSC_4696.JPG",0.974163,1.17244,1.01233,0.998643,1.34467,1.26781,1.11036,1.40618,1.26902,4
"DSC_4697.JPG",0.917947,1.33751,1.55073,1.65476,1.62116,1.46736,1.27385,1.23805,1.21755,4
"DSC_4699.JPG",1.63361,1.67228,1.37937,1.80411,1.75182,1.8774,1.87053,1.78301,1.37046,0
"DSC_4816.JPG",0.639193,1.34246,1.3931,1.44344,1.53959,1.58941,1.66374,1.75604,1.53339,0
"DSC_4662.JPG",1.51805,1.65797,1.20207,1.53491,1.52969,1.5339,1.24777,1.04589,0.982157,4
"DSC_4671.JPG",1.88226,2.4039,2.28154,1.44103,1.05506,1.30136,1.59243,1.64284,1.38351,4
"DSC_4672.JPG",0.616615,1.66002,2.15251,2.29579,2.08587,1.45532,1.2165,1.21771,1.19456,1
"DSC_4798.JPG",1.02265,1.35863,1.4743,1.55135,1.62835,1.68553,1.63672,1.46279,1.10398,4
"DSC_4799.JPG",1.27916,1.31921,0.988269,1.06393,1.45002,1.711,1.70626,1.49078,1.14148,4
"DSC_4805.JPG",0.531375,1.84569,2.07541,1.87024,1.60516,1.75269,1.95165,2.18998,1.93345,0
"DSC_4815.JPG",0.403054,1.42408,1.80979,2.03196,2.15268,2.14637,2.01676,1.82712,1.59252,0
"DSC_4827.JPG",1.36225,1.30199,0.86477,1.39697,1.75266,1.80393,1.59802,1.29851,1.13232,4
"DSC_4829.JPG",0.463443,1.25971,1.67725,1.95914,2.16009,2.13201,2.01356,1.75365,1.33548,0
"DSC_4669.JPG",1.28742,1.85294,2.23427,2.54761,2.67271,2.7089,2.47437,2.0059,0.937765,2
"DSC_4673.JPG",0.825692,1.32836,1.44877,1.29708,1.24636,1.69635,2.06936,2.1704,1.77914,0
"DSC_4688.JPG",1.31732,1.75259,1.77037,1.62064,1.69834,1.82943,1.85476,1.77824,1.53542,0
"DSC_4689.JPG",1.70039,1.81171,1.1514,1.2402,1.6207,1.88445,1.95101,1.84196,1.54057,0
"DSC_4692.JPG",1.42167,1.65554,1.50252,0.826183,1.42969,1.45175,1.33629,1.22609,0.789763,4
"DSC_4744.JPG",1.44345,1.52999,1.39552,1.0348,0.875681,1.38954,1.37895,1.06076,0.773577,4
"DSC_4785.JPG",0.920461,1.50587,1.79508,1.95151,1.92191,1.62307,1.4862,1.4698,1.23249,1
"DSC_4789.JPG",1.28969,1.81964,1.56984,1.97138,1.94567,1.45105,1.62699,1.55549,1.21003,1
"DSC_4812.JPG",0.770385,1.55531,1.63995,1.37545,1.25845,1.8033,2.00641,1.83705,1.16953,0
"DSC_4663.JPG",0.833051,1.36468,1.26844,1.53108,1.53469,1.60582,1.72843,1.88988,1.73568,0
"DSC_4667.JPG",1.21806,1.06467,1.08795,1.39009,1.5889,1.84278,1.91214,1.90498,1.39928,0
"DSC_4683.JPG",1.52394,1.87277,1.85279,1.59393,1.05544,0.916935,1.25635,1.1961,0.921939,4
"DSC_4690.JPG",1.17278,1.1454,1.24407,1.60591,1.80926,2.19203,2.51667,2.31518,1.6241,0
"DSC_4695.JPG",1.10372,1.02143,0.911802,1.49676,1.80918,1.97691,2.09489,2.03971,1.64435,0
"DSC_4741.JPG",1.40986,2.00257,2.31342,2.33553,2.21962,1.89394,1.48455,1.49133,1.24232,1
"DSC_4760.JPG",1.1036,1.18852,1.31475,1.39498,1.53028,1.629,1.56534,1.40288,1.12346,4
"DSC_4787.JPG",0.783022,1.45444,1.62274,1.83551,2.01704,2.12115,1.90125,1.5026,1.1635,0
"DSC_4788.JPG",0.359281,0.953858,1.41073,1.53301,1.74184,2.22227,2.21038,1.88797,1.48371,0
"DSC_4823.JPG",1.13166,1.38141,1.74443,2.13055,2.26352,2.2956,2.29736,2.13486,1.74093,3
"DSC_4826.JPG",1.3987,2.29939,2.77319,2.91879,2.65256,2.22504,1.15628,1.36318,1.22632,2
"DSC_4749.JPG",1.20051,1.75619,1.97122,2.09647,2.04919,1.88143,1.46901,0.875975,0.804796,1
"DSC_4753.JPG",1.16387,2.16665,2.62039,2.69686,2.66519,2.45881,2.14954,1.57302,0.908156,2
"DSC_4756.JPG",0.895018,1.03487,0.885685,0.967189,1.39969,1.41019,1.37532,1.43559,1.15435,4
"DSC_4774.JPG",1.24066,1.35393,1.42126,1.65929,1.77779,1.70376,1.4169,1.03218,0.992125,4
"DSC_4794.JPG",0.733865,2.09652,2.5525,2.81125,2.80108,2.79148,2.64598,2.15862,0.803639,2
"DSC_4801.JPG",1.44218,1.56105,1.55191,1.3331,1.84825,2.2815,2.18611,1.72201,0.902532,0
"DSC_4803.JPG",1.23354,1.47529,1.5564,1.32846,0.8889,1.4744,1.54525,1.26909,0.662618,4
"DSC_4817.JPG",1.19025,1.50064,1.60645,1.53265,1.70293,2.14463,2.40975,2.3766,1.81374,0
"DSC_4659.JPG",0.608367,1.39751,1.3987,1.46012,1.74742,1.97747,2.00638,1.86737,1.4369,0
"DSC_4677.JPG",1.38106,2.06976,2.42625,2.37272,2.1604,1.64177,1.39464,1.46009,1.2996,1
"DSC_4682.JPG",0.56036,1.14047,1.4589,1.43896,1.4729,1.67782,1.67786,1.6192,1.47689,0
"DSC_4687.JPG",0.576012,1.32877,1.80539,2.18359,2.44536,2.59983,2.65067,2.45353,2.34489,3
"DSC_4691.JPG",0.934867,1.6468,1.88028,1.54701,1.24832,0.854777,0.779424,1.2214,1.32761,4
"DSC_4742.JPG",0.607501,1.24553,1.9627,2.14244,2.14928,2.01979,2.00064,1.76312,1.19346,0
"DSC_4751.JPG",0.620051,0.968068,1.35762,1.59691,1.9446,2.127,2.10581,1.80535,1.27291,0
"DSC_4752.JPG",0.77143,1.32271,1.70579,1.82159,1.75726,1.52816,1.23587,1.08214,1.06489,4
"DSC_4767.JPG",0.957897,1.31919,1.90822,2.20948,2.26221,2.10211,1.82418,1.37836,0.84101,1
"DSC_4782.JPG",0.62523,1.54478,1.83059,1.83693,1.75439,1.78984,1.87079,1.72915,1.3842,0
"DSC_4802.JPG",0.747742,1.33088,1.5433,1.56919,1.5549,1.5832,1.51426,1.45963,1.45117,4
"DSC_4806.JPG",1.42488,2.12356,2.28447,2.06318,1.74499,1.67699,1.52198,1.03833,0.878144,1
"DSC_7571.JPG",0.994436,1.65699,1.91593,1.69324,1.06655,1.07406,1.4267,1.64536,1.57975,4
"DSC_7573.JPG",0.7726,0.992537,1.21414,1.57595,1.546,1.19207,1.256,1.31936,1.01182,4
"DSC_7584.JPG",0.719062,1.38367,1.81902,1.998,1.79784,1.34701,1.38236,1.27384,1.19083,4
"DSC_7604.JPG",0.763579,1.04942,1.1536,1.25897,1.56641,1.83288,2.01662,2.08886,1.73342,0
"DSC_7606.JPG",1.06815,1.22552,1.61364,1.98247,2.21514,2.16603,1.87267,1.32594,1.31242,1
"DSC_7616.JPG",0.99916,1.59297,1.95393,2.13472,2.20707,2.09098,1.80321,1.40026,0.727269,1
"DSC_7617.JPG",0.849572,1.93121,2.32644,2.45143,2.42004,2.40363,2.28806,1.98097,1.20109,3
"DSC_7619.JPG",1.14769,1.40929,1.59811,1.52381,1.96721,2.35456,2.18236,1.49081,1.13113,0
"DSC_7621.JPG",0.736304,1.03972,0.980132,1.27993,1.762,1.82765,1.62159,1.16764,1.10698,4
"DSC_7626.JPG",0.763192,1.17802,1.48776,1.76309,1.89618,1.88151,1.82929,1.64615,0.946299,0
"DSC_7629.JPG",0.873373,1.39594,1.21673,1.5157,1.81113,1.86766,1.8277,1.80515,1.50982,0
"DSC_7642.JPG",1.68283,2.2157,2.43998,2.43087,2.28246,1.97633,1.35817,1.02918,0.890679,1
"DSC_7644.JPG",0.939268,1.21405,1.38167,1.19419,1.16907,1.41981,1.5386,1.51467,1.41824,4
"DSC_7660.JPG",0.944189,1.62092,1.93813,2.09987,2.15531,2.12428,2.04746,1.96694,1.60185,3
"DSC_7679.JPG",0.95581,1.20898,1.34897,1.55574,1.50832,1.63219,1.73568,1.7948,1.25092,0
"DSC_7693.JPG",1.09379,1.33938,1.49821,1.30244,1.68743,2.06343,2.056,1.90651,1.64557,0
"DSC_7553.JPG",1.16787,1.56865,1.65426,1.60909,1.60607,1.6601,1.68161,1.61392,1.13926,4
"DSC_7558.JPG",0.957699,1.42303,1.79634,2.11004,2.31519,2.38181,2.1495,1.75277,1.05311,3
"DSC_7570.JPG",1.25886,1.6958,1.85258,2.003,2.44945,2.65595,2.4824,2.02511,1.58577,3
"DSC_7585.JPG",0.99604,1.58624,1.82518,1.80964,1.92444,2.04589,2.00993,1.71064,1.04689,1
"DSC_7590.JPG",1.17458,1.41757,1.40993,1.37295,1.40156,1.38583,1.4026,1.33881,1.05826,4
"DSC_7592.JPG",1.23577,1.84525,2.2486,2.44337,2.35327,1.88683,1.11618,1.29562,1.42262,1
"DSC_7593.JPG",0.923255,1.65202,2.06623,2.35497,2.59629,2.72946,2.59749,2.29674,1.43382,3
"DSC_7600.JPG",1.00378,1.57452,1.83265,1.77041,1.42134,1.39971,1.47224,1.39065,1.44971,4
"DSC_7614.JPG",0.725681,1.04077,1.33433,1.62137,1.65003,1.32103,1.17248,1.46228,1.55948,4
"DSC_7628.JPG",1.08341,1.41166,1.4035,1.09693,1.13087,1.1309,1.21833,1.16665,1.02414,4
"DSC_7652.JPG",1.02349,1.33269,1.67851,2.05459,1.93357,1.528,1.56057,1.68687,1.64464,0
"DSC_7683.JPG",0.92829,1.27911,1.36137,1.49916,1.5399,1.70781,1.69102,1.51746,1.1529,4
"DSC_7684.JPG",1.05184,1.29862,1.85289,1.96538,1.87582,1.60403,1.02331,1.13799,0.638223,1
"DSC_7696.JPG",1.64126,1.84395,1.76052,1.79459,1.54992,1.37618,1.29736,1.15581,1.18088,4
"DSC_7714.JPG",1.89404,2.87293,3.22258,3.25701,2.86351,2.20117,1.39223,1.25558,1.03509,2
"DSC_7568.JPG",1.19962,1.50358,1.67654,1.74978,1.75809,1.67124,1.47012,1.21079,1.06131,4
"DSC_7580.JPG",0.845773,1.16001,1.60818,1.90988,2.10469,2.18739,1.98033,1.53185,1.23893,0
"DSC_7587.JPG",1.50448,1.50253,0.980833,1.1707,1.09045,1.05402,1.31067,1.30576,1.01044,4
"DSC_7601.JPG",2.71146,3.45044,3.55465,2.9319,2.2649,2.21402,2.19911,2.06067,1.57967,2
"DSC_7678.JPG",0.944561,1.36927,1.659,1.82533,2.14213,2.63198,2.76287,2.56208,1.87777,3
"DSC_7682.JPG",1.04331,1.51415,1.9511,2.33384,2.4302,2.19367,1.5898,0.918025,1.05398,1
"DSC_7749.JPG",1.15326,1.43481,1.32014,1.1545,1.29863,1.57991,1.62268,1.5053,1.24624,4
"DSC_7765.JPG",1.11928,1.0376,1.42441,1.66271,1.50357,1.3901,1.40894,1.24063,0.896346,4
"DSC_7772.JPG",0.775153,1.34598,1.61643,1.68189,1.69012,1.66966,1.56438,1.22883,0.956392,4
"DSC_7797.JPG",1.2593,1.91906,2.183,2.25455,2.09269,1.83671,1.66227,1.57263,1.18358,1
"DSC_7816.JPG",0.762353,1.18487,0.970938,1.29578,1.63462,1.8335,1.88582,1.76948,1.39596,0
"DSC_7817.JPG",0.965362,1.10768,1.09355,1.14437,1.29952,1.46979,1.62955,1.61116,1.38906,4
"DSC_7836.JPG",1.29297,1.63647,2.04276,2.36698,2.58985,2.56537,2.40724,2.14998,1.74542,3
"DSC_7552.JPG",0.633787,1.36464,1.59141,1.83969,2.04025,2.0547,1.96481,1.85303,1.50731,0
"DSC_7560.JPG",1.12881,1.4836,1.45315,1.44376,1.6212,1.71137,1.59596,1.32856,1.16866,4
"DSC_7577.JPG",0.725791,1.39888,1.6948,2.14873,2.02333,1.31621,1.59661,1.52916,1.19775,1
"DSC_7605.JPG",0.971081,1.15252,1.31279,1.32425,1.24983,1.45798,1.772,1.91955,1.75065,0
"DSC_7608.JPG",0.988073,1.40907,1.56087,1.69408,1.75767,1.77107,1.66024,1.47935,1.25223,0
"DSC_7609.JPG",0.865986,1.26843,1.52598,1.53576,1.59924,1.76769,1.90045,1.9967,1.69086,0
"DSC_7615.JPG",1.33736,1.21844,0.925071,0.938433,1.295,1.41878,1.47006,1.50057,1.13123,4
"DSC_7622.JPG",0.8962,1.34592,1.40052,1.26006,1.37323,1.66711,1.76325,1.61443,1.24831,4
"DSC_7633.JPG",1.50428,1.91265,1.82993,1.46692,1.49166,1.48585,1.2753,0.944996,0.996357,4
"DSC_7634.JPG",1.17482,1.72579,1.92171,1.83062,1.55912,1.42,1.56739,1.49989,1.18626,4
"DSC_7635.JPG",0.68077,1.82971,2.60012,3.01939,3.33358,3.52319,3.36217,2.93199,2.01579,3
"DSC_7680.JPG",1.27644,1.33673,1.05315,1.33906,1.56669,1.40882,1.22881,1.04438,1.29852,4
"DSC_7689.JPG",1.54357,2.02462,2.1803,2.25479,2.15814,1.88061,1.54816,1.58207,1.31499,1
"DSC_7703.JPG",1.36097,1.64893,1.6964,1.87274,1.88282,1.85121,1.92848,1.96642,1.7986,0
"DSC_7715.JPG",1.41054,2.0403,2.23432,2.2218,2.00426,1.6185,1.38944,1.2527,0.836989,1
"DSC_4664.JPG",0.345484,1.91795,2.37698,2.53891,2.29165,2.0041,1.61202,1.4544,1.42566,1
"DSC_4670.JPG",1.03223,1.12974,1.17886,1.64355,1.75274,1.69333,1.70701,1.87046,1.65488,0
"DSC_4770.JPG",1.66116,2.91722,3.50569,3.45182,3.04171,2.08225,0.954371,1.24552,1.49753,2
"DSC_4820.JPG",1.69701,2.12507,2.14488,2.19244,2.18434,2.11093,1.9481,1.64103,0.963194,1
"DSC_4653.JPG",1.08018,1.92732,2.27958,2.40728,2.32795,2.17343,1.97333,1.81246,1.52508,1
"DSC_4655.JPG",1.09361,1.23818,1.26728,0.99906,1.28512,1.63,1.86322,2.02528,1.74864,0
"DSC_4656.JPG",1.64677,1.88308,1.5638,0.565309,0.875147,1.17449,1.32534,1.22735,1.20782,4
"DSC_4685.JPG",1.62003,2.21845,2.51878,2.68,2.43281,1.70824,1.0564,1.27891,1.17387,1
"DSC_4694.JPG",1.96792,2.72753,2.80526,2.08852,1.82786,2.1629,1.79883,1.0588,0.899847,1
"DSC_4748.JPG",1.22295,2.04175,2.41103,2.43741,2.0694,1.19962,1.24182,1.5635,1.33642,1
"DSC_4807.JPG",1.04238,1.66051,2.21717,2.21608,1.99964,1.10893,1.24343,1.37068,1.27417,1
"DSC_4814.JPG",0.852088,1.39831,1.53268,1.51396,1.62844,1.96425,2.26303,2.35495,2.06257,0
"DSC_4819.JPG",1.31462,1.3544,1.26804,1.05897,0.865449,1.48998,1.45757,1.27937,1.22094,4
"DSC_4822.JPG",1.30477,2.29892,3.39051,3.94935,4.21845,4.20232,3.65366,2.57605,0.8909,2
"DSC_4828.JPG",1.58905,1.87037,1.75174,1.72164,1.61501,1.36333,1.15635,0.864691,1.08975,4
"DSC_4658.JPG",1.4262,1.85125,1.94595,1.77324,1.41742,0.744976,1.3091,1.55998,1.16196,4
"DSC_4746.JPG",0.313396,2.00969,2.58825,2.99439,3.1815,3.1182,2.83302,2.34505,1.47385,2
"DSC_4747.JPG",0.98729,0.997539,0.591167,1.17019,1.44527,1.56737,1.64938,1.73301,1.82697,0
"DSC_4750.JPG",1.41415,1.73778,1.58452,1.36991,1.43693,1.70986,1.89939,1.74872,1.34639,4
"DSC_4757.JPG",0.893567,0.908163,1.11297,1.7239,1.96882,1.9955,1.82302,1.61106,1.2755,0
"DSC_4769.JPG",0.870942,0.905044,0.945895,1.11507,1.23642,1.43381,1.83607,1.96354,2.08057,0
"DSC_4772.JPG",1.32584,1.67558,1.64225,1.5629,1.53759,1.58667,1.73434,1.80618,1.50701,0
"DSC_4773.JPG",0.869443,1.14074,1.5864,1.74513,1.62633,1.24602,1.35021,1.52018,1.49638,4
"DSC_4778.JPG",0.668383,0.950861,1.32039,1.46323,1.67119,1.9005,1.8723,1.72489,1.30424,0
"DSC_4779.JPG",1.75652,2.30228,2.16753,1.61636,1.10897,1.31163,1.49047,1.68351,1.41424,4
"DSC_4686.JPG",1.04611,0.555877,1.46074,1.74194,1.90446,2.05989,2.14439,2.13434,1.69471,0
"DSC_4754.JPG",0.797204,0.919888,0.928887,1.68971,2.0218,2.1517,2.0116,1.7712,1.1522,0
"DSC_4759.JPG",1.21015,1.39933,1.45554,1.67446,1.73432,1.3618,0.735924,1.03694,1.10537,4
"DSC_4763.JPG",1.00391,1.41417,1.69221,1.99873,2.21329,2.29307,2.22805,2.01713,1.48681,3
"DSC_4764.JPG",1.0946,1.21384,1.60347,1.71462,1.29545,1.16742,1.18743,1.25819,1.20917,4
"DSC_4775.JPG",1.30815,1.87712,1.88279,1.61947,1.30096,1.38697,0.789795,1.37118,1.42804,4
"DSC_4786.JPG",0.687271,1.32697,1.32319,1.49888,1.92493,2.23814,2.37561,2.2551,1.80016,0
"DSC_4796.JPG",0.973079,1.63347,1.98976,1.98089,1.79038,1.37965,1.34107,1.31125,1.01922,1
"DSC_4797.JPG",1.32875,1.76973,1.85851,1.57104,1.19341,1.15236,1.25825,1.39333,1.31281,4
"DSC_4808.JPG",1.19367,2.00796,2.3815,2.48836,2.34108,2.12379,2.01411,1.88022,1.49642,1
"DSC_4824.JPG",0.989939,0.989527,1.07956,1.49906,1.84869,1.94016,1.79946,1.47341,1.23265,0
"DSC_9668.JPG",1.2,1.72912,2.02354,2.22616,2.31501,2.10631,1.68511,1.30925,0.758262,1
"DSC_9661.JPG",1.37769,1.19211,1.21425,1.14358,1.12483,1.36692,1.52468,0.960687,1.35888,4
"DSC_9180.JPG",1.12544,1.38076,1.80106,2.21557,2.42818,2.40503,2.22784,1.79112,0.87241,3
"DSC_9162.JPG",0.75999,1.42752,1.74278,1.89177,1.90716,1.79591,1.62061,1.49632,1.44892,0
"DSC_9151.JPG",1.06223,1.29488,1.51596,1.72096,1.78104,1.75605,1.62789,1.34496,0.966152,4
"DSC_9096.JPG",0.702055,1.15065,1.65852,2.03524,2.15427,2.0335,1.76003,1.59502,1.32839,0
"DSC_9108.JPG",1.28528,2.03089,2.36637,2.48925,2.36963,2.07244,1.71125,1.49729,1.29212,1
"DSC_9102.JPG",1.36874,2.02484,2.23642,2.18313,1.93917,1.27129,1.13773,1.22619,1.07212,1
"DSC_9109.JPG",0.974199,1.33722,1.73354,1.8412,1.725,1.656,1.70444,1.6581,1.40156,0
"DSC_9140.JPG",0.997596,1.32586,1.67608,1.7278,1.78506,1.82438,1.63985,1.37683,1.10967,4
"DSC_9104.JPG",1.11178,1.59629,1.84691,1.92429,1.99948,2.08403,2.20645,2.28383,1.87549,3
"DSC_9107.JPG",1.39512,1.78796,2.02491,2.16908,2.21727,2.01901,1.62318,1.24393,0.976551,1
"DSC_9161.JPG",0.861955,1.292,1.36674,1.42773,1.46836,1.47828,1.62348,1.79877,1.64396,0
"DSC_9219.JPG",0.734733,1.26476,1.67406,2.01548,1.85434,1.13817,1.25693,1.67101,1.7529,4
"DSC_9097.JPG",1.0834,1.42259,1.54906,1.6413,1.67777,1.65997,1.61565,1.51529,1.26655,4
"DSC_9125.JPG",1.45676,2.09044,2.29491,2.2477,2.15598,1.95965,1.60591,1.30995,1.25397,1
"DSC_9112.JPG",0.747134,1.39121,1.59291,1.64265,1.61935,1.68131,2.03758,2.0129,1.62586,0
"DSC_9181.JPG",1.11887,1.81085,1.9634,1.97766,2.1154,1.94863,1.56004,1.51779,1.24988,1
"DSC_9122.JPG",1.23018,1.25073,1.45763,1.43602,1.61346,1.55209,1.23046,1.11345,1.30343,4
"DSC_9118.JPG",1.18804,1.73587,2.07214,2.18995,2.25238,2.16899,2.05156,1.69092,1.05253,1
"DSC_9119.JPG",0.80503,1.14749,1.34179,1.53002,1.6976,1.75234,1.75827,1.7988,1.47757,0
"DSC_9113.JPG",1.14215,2.03807,2.42265,2.70179,2.793,2.71859,2.47024,1.93947,1.12365,2
"DSC_9123.JPG",0.787405,1.36793,1.75814,1.99972,2.1231,2.1578,2.10385,1.91922,1.47213,0
"DSC_9124.JPG",1.12857,1.58415,1.72419,1.5994,1.45949,1.35595,1.44886,1.53756,1.511,4
"DSC_9106.JPG",0.656588,1.19171,1.44347,1.46823,1.51485,1.83883,2.1201,2.22482,2.29442,0
"DSC_9121.JPG",0.966265,1.75312,2.19084,2.46823,2.74739,2.81991,2.71461,2.1332,1.18676,3
"DSC_9117.JPG",1.01896,1.83687,2.13925,2.22172,2.43591,2.54958,2.28046,1.66007,1.47963,3
"DSC_9183.JPG",1.02812,1.32511,1.41339,1.63417,1.761,1.89802,2.06395,2.1818,1.96669,0
"DSC_9159.JPG",0.579527,1.13449,1.45601,1.67475,1.8373,1.96302,2.05129,2.06179,2.06048,0
"DSC_9168.JPG",1.42788,1.67707,1.62887,1.58615,1.56023,1.5941,1.65277,1.59748,1.23141,4
"DSC_9189.JPG",1.31223,1.70153,1.84238,1.97526,2.11329,2.21041,2.16955,2.05451,1.6895,3
"DSC_9178.JPG",0.827853,1.56022,2.17391,2.63222,2.93274,3.12905,3.14968,2.76046,2.15549,3
"DSC_9185.JPG",1.14106,1.57773,1.84088,1.9676,2.01818,2.25564,2.4658,2.31314,1.59983,3
"DSC_9188.JPG",1.34144,2.07372,2.49993,2.65019,2.56006,2.3399,1.92984,1.39929,0.944249,2
"DSC_9120.JPG",0.971705,1.34922,1.52443,1.64115,1.72199,1.75012,1.6574,1.44858,1.07189,4
"DSC_9166.JPG",0.810902,1.16324,1.48002,1.81482,2.04993,2.23978,2.26131,2.04399,1.43273,0
"DSC_9177.JPG",0.85303,1.29056,1.52373,1.68936,1.78085,1.85497,1.92925,1.89572,1.88194,0
"DSC_9187.JPG",0.900827,1.37312,2.19063,2.61982,2.89511,2.94881,2.66597,2.2093,0.994502,3
"DSC_9179.JPG",1.06844,1.57355,2.10338,3.25446,3.63449,3.52657,2.8285,1.73878,1.52669,2
"DSC_9191.JPG",1.10426,1.24192,1.24868,1.2712,1.26588,1.22153,1.14653,1.03952,0.89192,4
"DSC_9996.JPG",1.07711,1.95651,2.24999,2.39776,2.23769,1.71349,1.6046,1.55034,1.30255,1
"DSC_9948.JPG",1.12268,1.5556,1.82146,1.98023,2.13275,2.24378,2.27535,2.24524,1.98515,3
"DSC_9169.JPG",1.18986,1.29746,0.939189,1.04081,1.09014,1.11012,1.24388,1.47061,1.64938,4
"DSC_9990.JPG",0.864549,1.24507,1.484,1.44991,1.38464,1.54231,1.8117,2.00838,1.84983,0
