"IMAGE_NAME","DS10","DS20","DS30","DS40","DS50","DS60","DS70","DS80","DS90","cluster_label"
"DSC_7039.JPG",1.1797,1.80048,1.86283,1.63788,1.69003,1.90003,1.90638,1.26367,0.747885,1
"DSC_7047.JPG",1.25886,1.85111,2.29299,2.44906,2.26817,1.93549,1.60722,0.973251,0.337564,1
"DSC_7080.JPG",1.06961,1.89827,2.70779,3.09317,3.17303,3.18437,2.6976,0.636162,1.27399,2
"DSC_7087.JPG",1.67284,2.30975,2.41044,2.32865,1.9322,1.34247,1.13689,1.25351,0.947376,1
"DSC_7094.JPG",0.875228,1.29978,1.53603,1.59819,1.68692,1.96218,2.03884,1.9188,1.55437,0
"DSC_7100.JPG",0.786445,1.37158,1.7405,1.89785,1.94105,1.89674,1.76685,1.59444,1.40886,0
"DSC_7101.JPG",0.933022,1.85793,2.26283,2.14416,1.75471,1.86219,1.76966,1.46265,1.1609,1
"DSC_7141.JPG",1.06398,1.69815,2.03111,2.26825,2.42194,2.29971,1.96576,1.79262,1.53057,3
"DSC_7152.JPG",0.949361,1.17421,1.34473,1.53004,1.74061,1.9195,2.07749,1.99727,1.61062,0
"DSC_7153.JPG",0.674881,1.72512,2.11893,2.23148,2.26736,2.17267,1.9531,1.64923,1.34008,1
"DSC_7199.JPG",1.45678,1.78718,1.81179,1.70093,1.43919,1.12652,1.1563,1.12897,0.739472,4
"DSC_7548.JPG",1.26902,1.63246,1.71531,1.76049,1.75129,1.66094,1.48753,1.21977,0.853741,4
"DSC_3526.JPG",1.18179,1.46334,1.38597,0.87649,0.978519,1.26569,1.5835,1.5567,1.40749,4
"DSC_3529.JPG",1.39842,1.80967,1.80459,1.59881,1.82752,2.18889,1.81373,1.01237,0.848415,1
"DSC_3530.JPG",1.04932,1.47661,1.79643,1.56344,1.202,1.25512,1.13843,1.62106,1.6929,4
"DSC_3532.JPG",0.845998,0.796119,1.25063,1.69451,1.88615,2.10568,1.96142,1.50786,1.40641,0
"DSC_3541.JPG",1.31615,0.94267,0.456763,1.17044,1.51218,1.69171,1.75519,1.78702,1.50294,0
"DSC_3548.JPG",1.19819,0.948894,1.16909,1.51239,1.18811,1.31836,1.62686,1.46135,1.11134,4
"DSC_3552.JPG",0.752683,1.10073,1.67306,1.80616,1.73927,1.70638,1.63412,1.4059,0.911853,4
"DSC_3555.JPG",0.82424,1.40735,2.07346,2.4709,2.40591,1.73359,1.178,1.34136,1.20047,1
"DSC_3567.JPG",1.15487,1.25216,1.40346,1.55384,1.54062,1.44617,1.32509,1.01081,0.662215,4
"DSC_3570.JPG",1.24276,1.17873,0.828058,1.66861,1.86161,1.74219,1.76308,1.66262,1.39638,0
"DSC_3586.JPG",1.21515,1.42144,1.3106,0.901968,1.0073,1.16831,1.26556,1.28445,0.983255,4
"DSC_3593.JPG",0.877775,1.12352,1.41752,1.38679,1.48202,1.67225,1.60291,1.48531,1.13793,4
"DSC_3595.JPG",0.849819,0.852771,1.16041,1.75121,1.8523,1.49773,1.27455,1.53234,1.5709,4
"DSC_3612.JPG",0.794942,1.28583,1.84819,2.13492,2.20711,1.74653,1.15867,1.36772,1.29578,1
"DSC_3625.JPG",0.681422,1.1403,1.57053,1.93896,2.17919,2.30533,2.31443,2.13728,1.68252,3
"DSC_3638.JPG",1.46263,1.72546,1.85238,2.20578,2.44616,2.33315,1.58027,0.83205,0.726272,1
"DSC_3646.JPG",1.18119,1.25659,0.954549,1.51573,1.75303,1.8631,1.93679,2.05484,1.91318,0
"DSC_3340.JPG",0.624281,1.53784,1.85822,1.75987,1.7042,2.13784,2.2215,2.06529,1.61675,0
"DSC_3351.JPG",1.02294,1.00718,1.22901,1.68372,1.92455,1.98305,1.75323,1.4214,1.37609,0
"DSC_3361.JPG",0.508957,1.68622,2.0025,2.4254,2.60291,2.48006,1.89727,1.47803,1.39671,3
"DSC_3375.JPG",0.419855,1.27741,1.64747,1.98983,2.16145,2.09356,2.14498,2.083,1.5138,0
"DSC_3384.JPG",0.967935,1.656,2.3971,2.65431,2.65571,2.24212,1.71646,1.21337,0.786087,1
"DSC_3394.JPG",1.62032,1.94085,1.33852,1.43182,0.957824,1.75133,2.07277,1.55502,0.973742,4
"DSC_3403.JPG",1.51559,1.80149,1.65974,1.65659,1.49777,1.04943,1.02988,1.0362,0.802543,4
"DSC_3415.JPG",0.743443,1.24071,1.70046,1.95388,2.08075,2.05914,1.97477,1.78303,1.50565,0
"DSC_3432.JPG",0.523619,0.818887,1.82662,2.31072,2.58244,2.68368,2.56109,2.24955,1.69554,3
"DSC_3433.JPG",0.656798,1.80013,2.08006,1.83896,1.86957,1.94539,1.76879,1.58571,1.1609,1
"DSC_3442.JPG",0.655136,0.678438,1.30114,2.17025,2.63914,2.68237,2.41,1.86005,1.27625,3
"DSC_3463.JPG",0.96249,1.04606,1.0929,1.3291,1.54002,1.68315,1.69083,1.43035,1.15901,4
"DSC_3536.JPG",1.32176,2.22597,2.82328,3.09208,3.16902,3.1237,2.9956,2.5059,1.78904,2
"DSC_3560.JPG",0.964486,1.35446,1.78042,1.96292,2.02,1.90265,1.66614,1.28163,0.979662,1
"DSC_3336.JPG",1.33347,1.70426,1.76941,1.86495,1.9958,1.97524,1.70482,1.25096,0.91931,1
"DSC_3354.JPG",0.37126,1.18618,1.68615,1.91483,1.81956,1.57649,1.96045,2.4229,2.22628,0
"DSC_3357.JPG",0.840791,1.43227,1.95416,2.20511,2.14021,1.7388,1.4221,1.63014,1.70568,1
"DSC_3359.JPG",0.99676,1.22388,1.07099,1.75909,1.59978,1.111,1.11839,0.78775,1.19517,4
"DSC_3362.JPG",0.64784,1.82445,2.58813,2.26892,1.15,2.35218,2.90087,2.63916,1.58308,3
"DSC_3363.JPG",0.437975,1.71212,2.26583,2.25926,1.93315,1.43513,1.41156,1.06092,0.846999,1
"DSC_3371.JPG",0.743365,0.740861,1.89198,2.49213,2.78192,2.95738,3.07618,2.97799,2.35724,3
"DSC_3390.JPG",1.25701,1.36699,1.52163,1.75381,1.79446,1.34433,1.19504,1.53216,1.40756,4
"DSC_3398.JPG",1.55225,1.93898,1.81383,1.5395,1.38866,1.47448,1.63785,1.69936,1.50636,4
"DSC_3409.JPG",0.626043,1.36648,1.76936,2.04078,2.26426,2.32841,2.19218,1.87891,1.29959,3
"DSC_3414.JPG",0.608448,1.5059,1.87187,2.54164,3.0938,3.08219,2.65152,2.07004,1.88062,3
"DSC_3449.JPG",1.13941,1.48514,1.34107,1.3656,1.5513,1.73249,1.83972,1.89525,1.72879,0
"DSC_3454.JPG",0.741835,1.45757,1.88452,1.97238,1.97907,2.02721,2.01083,1.59877,0.797335,1
"DSC_3470.JPG",1.10187,1.03211,0.550021,1.3437,1.63911,1.91474,2.02059,2.08386,1.81975,0
"DSC_3497.JPG",0.626703,1.47881,1.66349,1.61702,1.58086,1.72278,1.81678,1.75092,1.40801,0
"DSC_3512.JPG",0.525929,1.14693,1.34934,1.00024,1.35801,1.76507,1.9769,2.06616,1.83057,0
"DSC_3581.JPG",1.04841,0.811855,0.951311,1.68581,1.98435,2.21486,2.34837,2.20606,1.75001,0
"DSC_0498.JPG",0.996404,1.50505,1.66389,1.82445,1.91635,1.92408,1.58175,1.73043,1.32345,0
"DSC_4550.JPG",1.37511,1.78405,1.96639,1.98525,1.95718,1.90018,1.78676,1.59631,1.19936,1
"DSC_4552.JPG",0.33152,1.52316,2.07097,2.4876,2.54816,2.46446,2.26354,1.72351,1.28206,3
"DSC_4567.JPG",1.51912,1.67578,1.41264,0.785305,1.24757,1.42683,1.58394,1.44411,0.991839,4
"DSC_4568.JPG",0.695725,0.612544,1.51381,2.17754,2.58097,2.82183,2.81861,2.46601,1.93276,3
"DSC_0370.JPG",1.21105,1.39404,1.5419,1.82531,0.951571,1.28836,1.54683,1.55435,0.852079,4
"DSC_0379.JPG",0.597876,2.43352,2.80814,2.97042,3.07615,2.85283,2.07283,0.671889,1.18323,2
"DSC_0411.JPG",1.00082,1.68939,2.09093,2.58494,2.70601,2.37088,1.69849,1.63655,0.920622,1
"DSC_0497.JPG",1.13211,0.557238,1.13535,1.55639,1.82802,1.81837,1.68558,1.56825,1.17363,0
"DSC_4538.JPG",1.22295,1.39675,0.552814,1.15837,1.46082,1.73158,1.99911,1.97716,1.58874,0
"DSC_0367.JPG",0.75504,1.04526,1.43387,1.65518,1.80435,1.36871,1.7492,1.72619,1.19887,0
"DSC_0378.JPG",0.547434,2.5454,3.45109,3.57938,2.94188,1.77632,2.07909,2.04088,1.105,2
"DSC_0381.JPG",0.443201,1.04724,1.48239,1.64468,1.70155,1.88108,1.9582,1.48195,1.38843,0
"DSC_4548.JPG",0.667814,1.19295,1.64134,1.86444,2.06364,2.15813,2.22818,2.22707,1.88382,3
"DSC_0368.JPG",0.901526,1.39556,1.84134,2.40095,1.52654,1.15068,1.2508,1.56288,1.65396,4
"DSC_0489.JPG",0.933723,1.38741,1.40923,1.53903,2.26629,2.84029,2.83586,2.42463,1.86894,3
"DSC_4529.JPG",1.5533,1.84586,1.84675,1.64248,1.208,1.08232,1.14541,1.15296,0.893065,4
"DSC_4530.JPG",0.570318,1.43486,1.86438,2.07449,2.23109,2.37426,2.6586,2.83085,2.38685,3
"DSC_4553.JPG",0.597892,1.23673,1.55438,1.56748,1.45064,1.41751,1.62421,1.70931,1.4216,0
"DSC_4555.JPG",0.795343,1.0846,1.4925,1.79528,1.92101,1.88597,1.77502,1.43009,0.855913,0
"DSC_0402.JPG",0.305452,1.73322,1.99084,2.13066,2.10776,2.0276,2.06373,1.99125,1.93088,3
"DSC_0404.JPG",0.726587,0.933663,1.76035,2.13446,2.25501,2.197,1.78466,0.666096,0.950037,1
"DSC_4571.JPG",1.12874,1.61282,1.95191,2.06883,1.90054,1.50656,1.14726,1.25285,0.927136,1
"DSC_0384.JPG",0.606764,1.26359,1.58759,1.73259,1.75615,1.85555,1.77712,1.39827,1.22145,0
"DSC_4528.JPG",0.543133,1.05548,1.41834,1.63158,1.67577,1.6167,1.57616,1.59851,1.5836,0
"DSC_4546.JPG",1.02913,1.40458,1.49928,1.63176,1.53697,1.04742,0.664364,1.07676,1.26273,4
"DSC_4650.JPG",1.68657,1.54021,1.34707,1.36398,1.55446,1.59578,1.6391,1.39262,0.412295,4
"DSC_0374.JPG",0.970217,1.19941,1.45548,1.68877,2.08343,1.64481,1.31913,1.54298,1.61524,0
"DSC_0408.JPG",0.774516,1.47327,2.18715,2.40688,2.79964,2.77134,2.09004,1.48079,1.2675,3
"DSC_0492.JPG",0.209105,2.43014,3.2306,3.37482,2.76508,1.96635,2.12006,2.14066,0.634241,2
"DSC_0487.JPG",0.892254,1.69522,2.11959,2.2082,2.25711,2.76802,2.23227,1.58458,0.601281,1
"DSC_4514.JPG",0.361135,1.1323,1.51334,1.82225,2.01213,2.05201,1.92863,1.73239,1.39134,0
"DSC_4165.JPG",1.46388,1.62135,1.2609,1.50733,1.87061,2.03209,2.01039,1.87405,1.48158,0
"DSC_3407.JPG",0.742944,1.0942,1.59044,1.7247,1.5561,1.45327,1.50645,1.32842,1.07076,4
"DSC_3418.JPG",0.95252,1.24845,1.43122,1.56456,1.65973,1.75728,1.72956,1.53455,1.16634,0
"DSC_3420.JPG",0.302716,1.52857,1.86645,1.95124,1.92981,1.94798,2.01937,1.64938,1.32949,0
"DSC_3431.JPG",1.4044,1.81659,1.85331,1.68283,1.39842,1.21177,1.34593,1.76702,1.76083,4
"DSC_3447.JPG",1.84154,2.3265,2.29963,2.02642,1.7848,1.63497,1.42922,1.33409,1.04676,1
"DSC_3465.JPG",1.34421,1.80753,2.20614,2.46953,2.42783,2.01899,1.12827,0.880785,0.996617,1
"DSC_3523.JPG",0.955801,1.07105,1.1976,1.52402,1.77609,1.76914,1.59573,1.30562,0.977576,4
"DSC_3577.JPG",1.95512,2.52378,2.57076,2.48536,2.4672,2.46571,2.22493,1.73235,1.04854,2
"DSC_3622.JPG",1.05879,1.61527,1.78046,1.78652,1.64257,1.77997,1.99303,1.95457,1.5317,0
"DSC_3630.JPG",1.47707,1.63166,1.58929,1.51328,1.16642,1.11345,1.10551,1.00908,1.2823,4
"DSC_3631.JPG",0.832613,1.35063,1.8976,2.31227,2.60586,2.7706,2.7031,2.38904,1.55957,3
"DSC_3632.JPG",1.3392,1.11898,0.905011,1.59497,1.67697,1.48737,1.29216,1.41063,1.38187,4
"DSC_3637.JPG",1.11106,1.23742,1.8944,3.09881,3.30235,3.15095,2.22685,1.37117,0.820063,2
"DSC_3650.JPG",1.01712,1.06364,1.33528,1.53927,1.7624,2.08101,2.1668,1.69949,0.524096,0
"DSC_3654.JPG",1.73409,2.35785,2.69949,2.65362,2.41052,1.96867,1.28899,1.51837,1.48603,1
"DSC_3663.JPG",0.927608,1.29822,1.39981,1.37547,1.40449,1.70963,1.85508,1.63977,1.19481,0
"DSC_3664.JPG",1.42367,1.79145,1.80973,1.80035,1.87483,1.90915,1.75842,1.24567,0.761281,1
"DSC_3666.JPG",0.880646,1.86101,2.20765,2.54681,2.75058,2.76112,2.66916,2.5653,2.16356,3
"DSC_3682.JPG",1.02787,1.40126,1.21455,0.880034,1.21764,1.58692,1.71531,1.77065,1.51387,4
"DSC_3700.JPG",0.985678,1.54184,1.62466,1.32723,1.65414,2.11412,2.30791,2.24804,1.96857,0
"DSC_3707.JPG",0.939538,0.899974,1.27147,1.44869,1.56651,1.67312,1.71186,1.71383,1.65431,0
"DSC_3715.JPG",1.56251,1.80858,1.93343,1.81414,1.58158,1.72558,1.70794,1.52957,1.40536,1
"DSC_3376.JPG",1.06072,1.90289,2.44211,2.78521,2.99249,3.04465,2.78882,2.20974,1.1695,2
"DSC_3378.JPG",1.18469,1.09917,0.967394,1.20775,1.53268,1.85964,2.08891,1.97959,1.5325,0
"DSC_3408.JPG",2.0346,2.74586,3.07926,3.05784,2.62369,2.2961,1.80947,0.999912,0.84237,2
"DSC_3412.JPG",0.790396,1.20252,1.54078,1.72575,1.80277,1.88027,1.93015,1.78288,1.3994,0
"DSC_3422.JPG",1.38602,1.71099,1.92077,2.25116,2.53655,2.7612,2.88916,2.57806,1.6726,3
"DSC_3435.JPG",0.963433,1.51863,1.89903,2.22161,2.14986,1.74115,1.31088,1.6145,1.53035,1
"DSC_3436.JPG",0.69061,1.81975,2.29347,2.5145,2.52529,2.45821,2.31872,2.11134,1.96081,3
"DSC_3464.JPG",1.27048,1.95657,2.40714,2.83418,3.16403,3.30212,3.17602,2.92263,2.062,3
"DSC_3478.JPG",1.18222,0.752675,0.89553,1.3149,1.56988,1.7321,1.83545,1.91193,1.54289,0
"DSC_3484.JPG",1.0692,1.50864,1.67239,1.69352,1.47774,1.30214,1.46518,1.43903,1.27287,4
"DSC_3490.JPG",1.06862,1.03981,1.99928,2.50871,2.53233,2.13677,1.47185,0.855903,0.957101,1
"DSC_3492.JPG",1.05333,1.73036,2.08056,2.31767,2.45418,2.57055,2.54704,2.33673,1.79181,3
"DSC_3496.JPG",1.18418,1.49227,1.81536,1.73709,1.37008,0.977927,1.10548,1.13966,0.753225,4
"DSC_3511.JPG",1.56784,2.03561,1.96266,1.45202,1.3047,0.813316,1.25606,1.67415,1.5282,4
"DSC_3513.JPG",0.960198,1.48942,1.88228,2.1729,2.30891,2.43839,2.60085,2.54239,1.88801,3
"DSC_3524.JPG",0.963636,0.983094,1.24959,1.37658,1.39116,1.15716,1.2033,1.30532,1.47414,4
"DSC_3533.JPG",1.52241,2.70491,3.14536,3.21258,2.79811,2.37023,2.24337,2.1634,1.19182,2
"DSC_3535.JPG",1.12705,1.58121,1.89446,1.90385,1.57223,1.20327,0.801338,0.930475,0.839987,4
"DSC_3538.JPG",1.11259,1.05244,1.09939,1.6396,1.54288,1.41518,1.48028,1.51205,1.43737,4
"DSC_3544.JPG",1.0345,1.42526,1.82296,2.2348,2.48803,2.51367,2.15928,1.31549,0.894212,1
"DSC_3564.JPG",1.07391,1.28744,1.34137,1.14622,1.07556,1.51059,1.64151,1.71685,1.48881,4
"DSC_3673.JPG",1.76672,1.72348,1.6905,2.22361,2.41819,2.36435,2.31245,2.26646,1.6386,3
"DSC_3675.JPG",1.51626,2.3923,2.56008,2.32102,2.26802,2.0156,1.39479,1.09438,1.40095,1
"DSC_3680.JPG",0.92859,1.26876,1.58383,1.94253,2.10872,2.38154,2.5898,2.35715,1.74852,3
"DSC_3686.JPG",1.17252,1.53587,1.46438,1.0571,1.12129,1.23217,1.33312,1.36174,1.29411,4
"DSC_3688.JPG",1.26489,1.34468,1.23216,0.971496,0.927088,1.00317,1.17419,1.19048,0.838973,4
